airport_name;airport_code;country_code;city_code;lat;lon;
Nouadhibou Airport;NDB;MR;NDB;20.934.168;-17.028.334;
Coronel Artilleria Victor Larrea Airport;ETR;EC;ETR;-3.452.222;-7.996.167;
Clermont-Ferrand Auvergne Airport;CFE;FR;CFE;4.578.032;3.163.893;
Lisbon Portela Airport;LIS;PT;LIS;38.770.042;-9.128.165;
Marcillac Airport;RDZ;FR;RDZ;44.410.595;2.483.866;
Crooked Island Airport;CRI;BS;CRI;22.75;-74.15;
Mount Hagen Airport;HGU;PG;HGU;-5.828.767;14.429.738;
Eugene Airport;EUG;US;EUG;44.119.198;-12.321.197;
Resistencia Airport;RES;AR;RES;-2.745.139;-59.050.835;
Sandakan Airport;SDK;MY;SDK;5.896.877;11.806.184;
Asheville Regional Airport;AVL;US;AVL;3.543.508;-82.537.315;
Limon International Airport;LIO;CR;LIO;9.955.833;-8.302.111;
Owen Roberts International Airport;GCM;KY;GCM;1.929.637;-8.135.779;
Syamsudin Noor International Airport;BDJ;ID;BDJ;-343.804;11.475.425;
Bishop International Airport;FNT;US;FNT;42.973.812;-8.373.891;
Zahedan Airport;ZAH;IR;ZAH;29.475.756;6.090.033;
Datong Airport;DAT;CN;DAT;4.005.554;11.348.136;
Nifty Airport;NIF;AU;NIF;-21.675;12.158.611;
Les Salines Airport;AAE;DZ;AAE;36.821.392;7.811.857;
Wadi Ad Dawasir Airport;WAE;SA;WAE;20.498.444;4.520.445;
Batman Airport;BAL;TR;BAL;37.916.668;41.083.332;
Senai Airport;JHB;MY;JHB;1.638.889;10.367.083;
Mardin Airport;MQM;TR;MQM;372.233;406.317;
Ahwaz Airport;AWZ;IR;AWZ;3.134.292;4.874.668;
Gwangju Airport;KWJ;KR;KWJ;35.140.175;12.681.021;
Hayward Executive Airport;HWD;US;HWD;37.666.668;-122.083.336;
Gurney Airport;GUR;PG;GUR;-10.310.833;15.033.861;
Austin Straubel International Airport;GRB;US;GRB;44.492.847;-88.121.895;
Lincoln Airport;LNK;US;LNK;40.846.176;-9.675.471;
Kerikeri Airport;KKE;NZ;KKE;-35.263.283;17.391.237;
Mariehamn Airport;MHQ;AX;MHQ;60.123.333;19.896.667;
Yangzhou Taizhou Airport;YTY;CN;YTY;32.563.057;11.971.889;
Huangshan Tunxi International Airport;TXN;CN;TXN;2.972.962;11.825.646;
Rogue Valley International-Medford Airport;MFR;US;MFR;42.369.026;-12.287.312;
Dzaoudzi Airport;DZA;YT;DZA;-12.804.901;452.821;
Ust-Maya;UMS;RU;UMS;6.035.806;13.443.777;
Dubai Airport;DXB;AE;DXB;25.248.665;55.352.917;
Machrihanish Airport;CAL;GB;CAL;5.543.639;-5.686.667;
Al-Aqiq Airport;ABT;SA;ABT;2.029.401;4.164.002;
Bamako-Senou International Airport;BKO;ML;BKO;12.540.926;-7.947.951;
Tianjin Binhai International Airport;TSN;CN;TSN;39.122.627;1.173.399;
Aracaju Airport;AJU;BR;AJU;-10.987.206;-37.072.792;
Golovin Airport;GLV;US;GLV;6.454.417;-1.630.375;
Regina International Airport;YQR;CA;YQR;50.433.327;-10.465.519;
Carrasco International Airport;MVD;UY;MVD;-34.841.152;-56.026.466;
Piedras Negras International Airport;PDS;MX;PDS;28.7;-10.051.667;
Kumamoto Airport;KMJ;JP;KMJ;32.834.133;13.085.799;
Deputado Luis Eduardo Magalhaes International Airport;SSA;BR;SSA;-12.913.988;-38.335.197;
Aasiaat Airport;JEG;GL;JEG;68.7;-52.75;
Sayak (Siargao);IAO;PH;IAO;9.858.889;126.013.885;
Taif Airport;TIF;SA;TIF;21.480.364;40.552.685;
Chacalluta Airport;ARI;CL;ARI;-18.349.766;-70.335.556;
Cyril E. King Airport;STT;VI;STT;183.375;-64.969.444;
Smithers Airport;YYD;CA;YYD;54.825.558;-127.180.275;
Matsu Beigan Airport;MFK;TW;MFK;26.166.668;119.916.664;
Bangda Airport;BPX;CN;BPX;30.555.834;9.710.667;
Gambell Airport;GAM;US;GAM;63.776.596;-17.171.355;
Kume-jima Airport;UEO;JP;UEO;26.365.278;126.719.444;
Mattala Rajapaksa International Airport;HRI;LK;HRI;6.288.889;8.112.361;
Lilongwe International Airport;LLW;MW;LLW;-13.780.039;33.780.197;
Naples International Airport;NAP;IT;NAP;40.886.112;14.291.667;
Haugesund Airport;HAU;NO;HAU;59.344.765;5.215.903;
Santiago De Compostela Airport;SCQ;ES;SCQ;42.897.316;-8.420.327;
Dawe Airport;TVY;MM;TVY;14.1;98.2;
Vardoe Airport;VAW;NO;VAW;7.035.472;31.045.555;
Gatineau Airport;YND;CA;YOW;45.483.334;-7.563.333;
Memorial Field;HOT;US;HOT;3.447.889;-9.309.611;
Surat Gujarat Airport;STV;IN;STV;21.117.659;72.745.255;
Novostroyka Airport;OHH;RU;OHH;53.516.666;14.288.333;
Torres Airstrip;TOH;VU;TOH;-13.166.667;166.75;
Charlottesville Albemarle Airport;CHO;US;CHO;38.139.416;-7.844.928;
A.B. Won Pat International Airport;GUM;GU;GUM;13.492.787;14.480.486;
Roberts International Airport;ROB;LR;MLW;6.239.722;-10.358.889;
Jiagedaqi Airport;JGD;CN;JGD;50.370.556;12.411.667;
Trang Airport;TST;TH;TST;7.5;9.961.667;
Norman Y. Mineta San Jose International Airport;SJC;US;SJC;37.366.737;-12.192.638;
Sohar Airport;OHS;OM;OHS;24.390.072;5.662.053;
Ust-Kut Airport;UKX;RU;UKX;56.85;10.573.333;
Sisimiut Airport;JHS;GL;JHS;6.693.694;-53.704.166;
King Fahd International Airport;DMM;SA;DMM;26.471.111;4.979.778;
Corvo Island (Azores) Airport;CVU;PT;CVU;39.7;-31.1;
Frank Pais Airport;HOG;CU;HOG;20.785.278;-76.315;
Pointe Noire Airport;PNR;CG;PNR;-4.809.799;11.882.377;
Allegheny County Airport;AGC;US;PIT;4.035.472;-79.93;
Udon Thani International Airport;UTH;TH;UTH;1.738.661;102.774.506;
King Mswati III International Airport;SHO;SZ;MTS;3.813.333;128.6;
Laroche Airport;BVE;FR;BVE;45.166.668;1.533.333;
Long Island MacArthur Airport;ISP;US;ISP;40.789.314;-7.309.755;
Palese Airport;BRI;IT;BRI;4.113.388;1.676.391;
Ruby Airport;RBY;US;RBY;64.73;-15.546.083;
Naha Airport;OKA;JP;OKA;26.195.833;127.645.836;
Ndjamena Airport;NDJ;TD;NDJ;12.129.056;15.034.215;
Jazan Regional Airport;GIZ;SA;GIZ;16.898.949;42.582.344;
Adiyaman Airport;ADF;TR;ADF;37.75;38.266.666;
Urumqi Diwopu International Airport;URC;CN;URC;4.390.126;8.747.515;
Changzhou Airport;CZX;CN;CZX;31.914.116;11.977.976;
Chimoio Airport;VPY;MZ;VPY;-19.133.333;33.483.334;
Nador International Airport;NDR;MA;NDR;34.988.888;-3.028.333;
Bremen Airport;BRE;DE;BRE;5.305.297;8.785.352;
Dashte Naz Airport;SRY;IR;SRY;36.635.727;53.197.277;
Lalibela Airport;LLI;ET;LLI;12.016.667;39.066.666;
Grenoble-Isere Airport;GNB;FR;LYS;45.359.833;5.332.019;
Tenerife North Airport;TFN;ES;TCI;28.488.056;-16.345.982;
King Island Airport;KNS;AU;KNS;-39.879.776;14.388.168;
Itami Airport;ITM;JP;OSA;34.790.974;13.544.171;
Tunis-Carthage International Airport;TUN;TN;TUN;36.847.622;1.021.709;
Trollhattan Airport;THN;SE;THN;58.266.666;12.3;
Fua'amotu International Airport;TBU;TO;TBU;-2.124.117;-17.514.131;
Louis Armstrong New Orleans International Airport;MSY;US;MSY;29.984.564;-9.025.639;
Vitoria Airport;VIT;ES;VIT;42.833.332;-2.5;
Puerto Maldonado Airport;PEM;PE;PEM;-12.583.333;-6.923.333;
Puerto Asis Airport;PUU;CO;PUU;0.533333;-7.653.333;
Reina Beatrix International Airport;AUA;AW;AUA;12.502.222;-70.013.885;
Jardines del Rey Airport;CCC;CU;CCC;225.125;-7.850.833;
Chernivtsi International Airport;CWC;UA;CWC;48.266.666;25.966.667;
Wicomico Regional Airport;SBY;US;SBY;3.834.312;-75.517.265;
Brest Bretagne Airport;BES;FR;BES;48.445.374;-4.415.827;
Fairbanks International Airport;FAI;US;FAI;64.818.214;-1.478.668;
Kasama Airport;KAA;ZM;KAA;-10.215.833;31.13;
The Pau-Pyrenees International Airport;PUF;FR;PUF;43.382.347;-0.413573;
Gunnison Airport;GUC;US;GUC;3.853.389;-10.693.889;
Trat Airport;TDX;TH;TDX;12.273.953;10.231.867;
Hawkes Bay Airport;NPE;NZ;NPE;-3.946.667;17.687.225;
Dunhuang Airport;DNH;CN;DNH;40.2;94.683.334;
Papa Westray Airport;PPW;GB;PPW;59.351.265;-2.898.974;
St. Michael Airport;SMK;US;SMK;63.484.295;-16.211.182;
Trondheim Airport Vaernes;TRD;NO;TRD;63.454.285;10.917.863;
Dalaman Airport;DLM;TR;DLM;36.716.667;28.783.333;
Sao Paulo-Guarulhos International Airport;GRU;BR;SAO;-23.425.669;-46.481.926;
Gallivare Airport;GEV;SE;GEV;67.134.445;20.816.668;
Minot International Airport;MOT;US;MOT;48.259.724;-10.128.083;
Dickinson Regional Airport;DIK;US;DIK;46.833.332;-102.9;
Iwakuni Kintaikyo Airport;IWK;JP;IWK;34.135.277;13.223.555;
Fukue Airport;FUJ;JP;FUJ;32.667.828;12.883.762;
Buri Ram Airport;BFV;TH;BFV;15.226.944;10.325.528;
Palanga International Airport;PLQ;LT;PLQ;55.95;21.083.332;
Bata Airport;BSG;GQ;BSG;1.906.667;9.802.222;
Adolfo Suarez Madrid-Barajas Airport;MAD;ES;MAD;4.046.515;-3.570.209;
Morristown Municipal Airport;MMU;US;MMU;40.799.168;-7.441.583;
George Bush Intercontinental Airport;IAH;US;QHO;29.983.334;-95.34;
Girua Airport;PNP;PG;PNP;-8.807.474;14.830.873;
Los Garzones Airport;MTR;CO;MTR;8.825.035;-7.582.392;
Grafton Airport;GFN;AU;GFN;-29.759.521;15.302.834;
Inta Airport;INA;RU;INA;66.066.666;60.1;
Zhanjiang Airport;ZHA;CN;ZHA;21.214.727;11.036.272;
Borg El Arab Airport;HBE;EG;ALY;30.922.234;29.686.504;
Nyagan Airport;NYA;RU;NYA;62.101.074;6.560.563;
Boutheon Airport;EBU;FR;EBU;4.554.139;4.296.944;
Avalon Airport;AVV;AU;MEL;-3.802.637;14.447.308;
Namsos Airport;OSY;NO;OSY;6.447.273;11.570.002;
Jaipur Airport;JAI;IN;JAI;26.820.772;7.580.151;
Zhijiang Airport;HJJ;CN;HJJ;2.744.139;10.969.972;
San Salvador Airport;ZSA;BS;ZSA;24.06;-7.453.306;
Toulouse-Blagnac Airport;TLS;FR;TLS;4.363.007;1.374.321;
Hami Airport;HMI;CN;HMI;42.916.668;93.416.664;
Abakan Airport;ABA;RU;ABA;53.716.667;91.5;
Charleston International Airport;CHS;US;CHS;32.884.354;-80.037.155;
Karumba Airport;KRB;AU;KRB;-17.456.667;14.083.194;
Montichiari Airport;VBS;IT;VRN;45.425.446;10.326.545;
Pardubice Airport;PED;CZ;PED;50.013.332;15.738.611;
Bijie Airport;BFJ;CN;BFJ;27.300.278;10.530.139;
Lubumbashi International Airport;FBM;CD;FBM;-11.590.833;27.529.167;
Edmonton International Airport;YEG;CA;YEA;53.307.377;-113.584.045;
Lismore Airport;LSY;AU;LSY;-28.836.653;15.326.337;
Kalamata Airport;KLX;GR;KLX;37.069.443;22.027.779;
Tripoli International Airport;TIP;LY;TIP;3.266.989;13.144.279;
Deer Lake Regional Airport;YDF;CA;YDF;4.921.027;-57.399.727;
Bryansk International Airport;BZK;RU;BZK;53.266.666;34.333.332;
Semipalatinsk Airport;PLX;KZ;PLX;50.333.332;80.25;
Kish International Airport;KIH;IR;KIH;26.532.276;53.972.084;
Ercan Airport;ECN;NY;ECN;3.515.812;3.350.307;
Sir Seretse Khama International Airport;GBE;BW;GBE;-24.557.981;2.592.451;
Now Shahr Airport;NSH;IR;NSH;36.666.668;51.5;
Long Beach Airport;LGB;US;LGB;33.818.195;-11.814.449;
Denver International Airport;DEN;US;DEN;3.984.939;-104.672.844;
El Plumerillo International Airport;MDZ;AR;MDZ;-3.282.789;-6.879.891;
Vancouver International Airport;YVR;CA;YVR;491.947;-12.317.919;
Tongren Airport;TEN;CN;TEN;2.788.369;10.929.902;
Sri Guru Ram Dass Jee International Airport;ATQ;IN;ATQ;31.706.741;748.073;
Zagora Airport;OZG;MA;OZG;30.267.143;-5.852.456;
Abilene Regional Airport;ABI;US;ABI;32.409.443;-99.679.726;
Greater Binghamton Airport;BGM;US;BGM;42.208.534;-7.598.294;
Kzyl-Orda Airport;KZO;KZ;KZO;44.712.223;6.559.288;
Mehrabad International Airport;THR;IR;THR;35.691.532;5.132.187;
Madeira Airport;FNC;PT;FNC;32.693.123;-16.775.635;
Kwethluk Airport;KWT;US;KWT;60.808.887;-1.614.375;
;МТГ;RU;МТГ;58.180.832;9.474.472;
Shumba Airport;JAE;PE;CIX;33.638.058;-84.424.446;
Des Moines International Airport;DSM;US;DSM;41.532.433;-9.364.809;
Matsu Nangan Airport;LZN;TW;LZN;26.159.445;119.958.336;
Nyingchi Mainling Airport;LZY;CN;LZY;29.309.076;94.335.884;
Jaime Gonzalez Airport;CFG;CU;CFG;22.15;-8.041.417;
Kilwa Masoko Airport;KIY;TZ;KIY;-8.911.944;39.511.665;
Sakkyryr Airport;SUK;RU;SUK;6.779.257;13.039.194;
Minangkabau International Airport;PDG;ID;PDG;-0.786667;100.280.556;
Jacksons International Airport;POM;PG;POM;-9.444.308;14.721.446;
Gabala International Airport;GBB;AZ;GBB;404.936;474.245;
Narsarsuaq Airport;UAK;GL;UAK;61.166.668;-45.316.666;
Stornoway Airport;SYY;GB;SYY;58.213.627;-6.321.995;
Hohhot Baita International Airport;HET;CN;HET;40.854.713;111.814.156;
Jackson-Evers International Airport;JAN;US;JAN;32.309.895;-9.007.496;
Bukhara Airport;BHK;UZ;BHK;3.976.037;6.447.479;
Montgomery Regional Airport;MGM;US;MGM;32.300.556;-8.639.389;
Agartala Airport;IXA;IN;IXA;238.926;91.244.514;
Toluca International Airport;TLC;MX;MEX;19.283.333;-99.666.664;
Calabar Airport;CBQ;NG;CBQ;496.889;8.347.415;
Sultan Syarif Kasim II International Airport;PKU;ID;PKU;0.464563;101.446.884;
Rick Husband Amarillo International Airport;AMA;US;AMA;35.218.273;-10.170.513;
Bandaranaike International Airport;CMB;LK;CMB;7.174.112;798.865;
Mason City Airport;MCW;US;MCW;43.156.944;-93.329.445;
Ust-Kuiga;UKG;RU;UKG;7.000.139;13.554.971;
Phrae Airport;PRH;TH;PRH;18.15;10.013.333;
Anshan Teng'ao Airport;AOG;CN;AOG;41.166.668;12.303.333;
General E. Mosconi International Airport;CRD;AR;CRD;-45.787.224;-67.462.776;
Billund Airport;BLL;DK;BLL;55.747.383;9.147.874;
Inverness Airport;INV;GB;INV;57.539.345;-4.063.738;
North Ronaldsay Airport;NRL;GB;NRL;59.370.277;-2.433.333;
Reykjavik International Airport;RKV;IS;REK;6.413.106;-21.932.476;
Lokpriya Gopinath Bordoloi International Airport;GAU;IN;GAU;26.105.982;9.158.881;
Yanji Chaoyangchuan Airport;YNJ;CN;YNJ;42.885.662;12.943.936;
Jersey Airport;JER;JE;JER;49.205.296;-2.194.344;
Sonderborg Airport;SGD;DK;SGD;5.493.028;9.794.722;
Watertown Airport;ATY;US;ATY;4.490.889;-9.715.417;
Nagoya Airport;NKM;JP;NGO;3.525.389;13.691.957;
Imphal Municipal Airport;IMF;IN;IMF;2.476.457;93.897.064;
University Park Airport;SCE;US;SCE;4.085.372;-7.784.823;
Charles de Gaulle Airport;CDG;FR;PAR;49.003.197;2.567.023;
Granada Airport;GRX;ES;GRX;37.184.727;-3.776.954;
Trelew Airport;REL;AR;REL;-43.233.334;-6.532.333;
Astypalaia Airport;JTY;GR;JTY;36.566.666;26.366.667;
Leon Airport;LEN;ES;LEN;4.259.057;-564.629;
Sangster International Airport;MBJ;JM;MBJ;18.498.465;-7.791.663;
Issyk-Kul International Airport;IKU;KG;IKU;42.586.834;76.689.545;
Molokai Airport;MKK;US;MKK;21.152.779;-157.1;
Butuan Airport;BXU;PH;BXU;8.947.999;12.548.123;
East London Airport;ELS;ZA;ELS;-33.038.437;2.782.892;
Kaunas Airport;KUN;LT;KUN;54.9;23.916.668;
Agri Airport;AJI;TR;AJI;39.65;43.025;
Heihe Airport;HEK;CN;HEK;50.216.667;127.433.334;
Manchester Airport;MAN;GB;MAN;53.362.907;-2.273.354;
Charles Kirkconnel International Airport;CYB;KY;CYB;19.690.191;-7.987.941;
Pearson International Airport;YYZ;CA;YTO;43.681.583;-7.961.146;
Chileka Airport;BLZ;MW;BLZ;-15.674.722;34.970.833;
Carlos Rovirosa Perez International Airport;VSA;MX;VSA;1.799.243;-92.818.985;
Kimberley Airport;KIM;ZA;KIM;-28.805.834;2.476.639;
Pyongyang Sunan International Airport;FNJ;KP;FNJ;39.2;125.666.664;
Bangui Airport;BGF;CF;BGF;4.396.111;18.520.279;
Bringeland Airport;FDE;NO;FDE;6.139.178;5.762.073;
Mobile Regional Airport;MOB;US;MOB;30.681.086;-8.824.475;
F D Roosevelt Airport;EUX;NL;EUX;17.493.055;-6.297.778;
Ronald Reagan National Airport;DCA;US;WAS;38.853.436;-7.704.346;
Voronezh Airport;VOZ;RU;VOZ;51.812.355;39.226.997;
Yanbu Airport;YNB;SA;YNB;24.140.734;3.806.302;
Villa International Airport Maamigili;VAM;MV;VAM;347.085;7.283.503;
Riohacha Airport;RCH;CO;RCH;11.529.167;-72.924.446;
Yundum International Airport;BJL;GM;BJL;1.334.406;-166.522;
Ust-Nera Airport;USR;RU;USR;64.549.446;14.311.084;
Crater Lake Klamath Regional Airport;LMT;US;LMT;42.163.055;-12.173.583;
Carriel Sur Airport;CCP;CL;CCP;-36.777.122;-7.305.944;
Maputo International Airport;MPM;MZ;MPM;-25.924.389;3.257.429;
Mara Lodges Airport;MRE;KE;MRE;-1.300.368;3.505.885;
Abha Regional Airport;AHB;SA;AHB;1.823.429;42.657.574;
Bourgas Airport;BOJ;BG;BOJ;42.416.668;27.283.333;
Frankfurt Airport;FRA;DE;FRA;50.050.735;8.570.773;
Ioannina Airport;IOA;GR;IOA;39.696.667;20.825.832;
Mandurriao Airport;ILO;PH;ILO;10.714.312;122.543.884;
Gaggal Airport;DHM;IN;DHM;32.3;7.626.667;
Hoedspruit Airport;HDS;ZA;HDS;-24.35;30.95;
Quatro de Fevereiro Airport;LAD;AO;LAD;-8.847.951;13.234.862;
Perm International Airport;PEE;RU;PEE;57.920.025;5.601.918;
El Tajin National Airport;PAZ;MX;PAZ;20.516.666;-97.467.224;
Martin Miguel de Guemes International Airport;SLA;AR;SLA;-24.844.217;-6.547.849;
Key West International Airport;EYW;US;EYW;24.553.574;-8.175.501;
Venango Regional Airport;FKL;US;FKL;41.379.166;-7.985.972;
Harstad/Narvik Airport; Evenes;EVE;NO;EVE;68.496.666;airport
La Romana Airport;LRM;DO;LRM;18.416.668;-68.9;
Connellan Airport;AYQ;AU;AYQ;-25.190.878;13.097.658;
Sam Ratulangi International Airport;MDC;ID;MDC;1.543.533;12.492.203;
Shenyang Taoxian International Airport;SHE;CN;SHE;41.861.084;123.426.926;
Bern Airport;BRN;CH;BRN;46.911.728;750.356;
Seattle-Tacoma International Airport;SEA;US;SEA;4.744.384;-122.301.735;
Trapani-Birgi Airport;TPS;IT;TPS;37.901.386;12.495.865;
Mornington Airport;ONG;AU;ONG;-16.662.558;13.917.004;
Invercargill Airport;IVC;NZ;IVC;-46.415.432;16.832.175;
Ouagadougou International Airport;OUA;BF;OUA;12.355.019;-1.514.283;
Catania-Fontanarossa Airport;CTA;IT;CTA;3.747.066;15.065.877;
Govardhanpur Airport;JGA;IN;JGA;22.463.333;7.001.195;
Changde Airport;CGD;CN;CGD;28.924.467;11.163.886;
Munster Osnabruck International Airport;FMO;DE;FMO;52.130.054;7.694.928;
San Francisco International Airport;SFO;US;SFO;37.615.215;-12.238.988;
Pituffik Airport;THU;GL;THU;7.653.333;-68.7;
Eau Claire Airport;EAU;US;EAU;44.864.445;-9.148.722;
Guayaramerin Airport;GYA;BO;GYA;-10.83;-65.361.664;
Seychelles International Airport;SEZ;SC;SEZ;-4.671.275;5.551.128;
Saint Gatien Airport;DOL;FR;DOL;49.362.778;0.164167;
Changsha Huanghua Airport;CSX;CN;CSX;28.193.336;11.321.459;
Rouyn-Noranda Airport;YUY;CA;YUY;48.205.555;-7.883.056;
Queretaro Intercontinental Airport;QRO;MX;QRO;20.6;-10.038.333;
Four Corners Regional Airport;FMN;US;FMN;3.674.111;-108.229.164;
Morondava Airport;MOQ;MG;MOQ;-20.283.611;44.318.333;
Oneida County Airport;RHI;US;RHI;45.625.706;-8.946.253;
Biskra Airport;BSK;DZ;BSK;3.479.333;5.738.056;
Augsburg Airport;AGB;DE;MUC;48.425.278;10.931.667;
O'Hare International Airport;ORD;US;CHI;41.976.913;-8.790.488;
Nausori Airport;SUV;FJ;SUV;-18.045.885;17.855.981;
Toronto City Centre Airport;YTZ;CA;YTO;43.632.023;-7.939.585;
Khon Kaen Airport;KKC;TH;KKC;1.646.467;10.278.749;
Vladikavkaz Airport;OGZ;RU;OGZ;43.2;44.6;
Sukkur Airport;SKZ;PK;SKZ;2.772.336;687.958;
Searcy Field;SWO;US;SWO;3.615.889;-97.085.556;
Reus Airport;REU;ES;REU;41.146.103;1.153.319;
Turin Airport;TRN;IT;TRN;45.191.456;7.643.049;
Sanya Phoenix International Airport;SYX;CN;SYX;1.831.063;109.409.706;
Takoradi Airport;TKD;GH;TKD;4.891.667;-1.775;
Dew Station Airport;PIZ;US;PIZ;69.75;-16.316.667;
Castlegar Airport;YCG;CA;YCG;49.295.555;-117.632.225;
Capitolio Airport;FLA;CO;FLA;1.588.889;-7.555.889;
Mutiara Airport;PLW;ID;PLW;-0.917945;11.990.671;
Zhigansk Airport;ZIX;RU;ZIX;6.679.667;12.336.139;
Cavern City Air Terminal;CNM;US;CNM;32.337.223;-10.426.278;
Cacoal Airport;OAL;BR;OAL;-11.433.889;-614.825;
Victoria Falls Airport;VFA;ZW;VFA;-18.093.056;25.840.279;
Kurumoch International Airport;KUF;RU;KUF;5.350.782;5.014.742;
Imam Khomeini International Airport;IKA;IR;THR;3.540.863;511.548;
Fayetteville Regional Airport;FAY;US;FAY;3.499.132;-7.888.722;
Marseille Provence Airport;MRS;FR;MRS;4.344.178;5.222.137;
Yuma International Airport;YUM;US;YUM;32.668.606;-114.599.266;
Yap International Airport;YAP;FM;YAP;9.497.715;13.808.673;
Valley International Airport;HRL;US;HRL;26.223.482;-97.662.254;
Moscow Domodedovo Airport;DME;RU;MOW;55.414.566;37.899.494;
Wedjh Airport;EJH;SA;EJH;26.207.716;3.647.481;
Port Blair Airport;IXZ;IN;IXZ;11.650.083;9.273.227;
Port Elizabeth International Airport;PLZ;ZA;PLZ;-3.398.371;25.611.422;
Cascavel Airport;CAC;BR;CAC;-24.95;-53.466.667;
Daru Airport;DAU;PG;DAU;-908.351;14.320.605;
Adana Airport;ADA;TR;ADA;3.698.503;3.529.736;
Sierra Maestra Airport;MZO;CU;MZO;20.325;-7.712.889;
Tampa International Airport;TPA;US;TPA;2.797.987;-82.535.416;
Izmir Adnan Menderes Airport;ADB;TR;IZM;38.294.403;27.147.594;
Aberdeen International Airport;ABZ;GB;ABZ;57.200.253;-2.204.186;
Walla Walla Airport;ALW;US;ALW;46.094.723;-118.291.115;
Firenze-Peretola Airport;FLR;IT;FLR;43.802.128;11.201.989;
Mont Joli Airport;YYY;CA;YYY;48.6;-68.2;
Laughlin Bullhead International Airport;IFP;US;IFP;35.165.634;-11.455.695;
Bagdogra Airport;IXB;IN;IXB;2.668.488;88.324.814;
Melita Airport;DJE;TN;DJE;3.387.118;10.775.145;
Longreach Airport;LRE;AU;LRE;-23.439.474;14.427.147;
Merimbula Airport;MIM;AU;MIM;-36.910.046;14.990.202;
Bandar Abbas International Airport;BND;IR;BND;2.721.059;56.368.385;
Boryspil International Airport;KBP;UA;IEV;50.341.244;30.895.206;
Galeao Antonio Carlos Jobim International Airport;GIG;BR;RIO;-22.814.653;-4.324.651;
Phalaborwa Airport;PHW;ZA;PHW;-2.393.361;3.115.611;
Oradea Airport;OMR;RO;OMR;470.275;21.903.055;
Newark Liberty International Airport;EWR;US;NYC;4.068.907;-7.417.876;
Yichun Shi Airport;LDS;CN;LDS;47.751.827;12.901.799;
Memanbetsu Airport;MMB;JP;MMB;43.9;14.416.722;
Jiuzhai Huanglong Airport;JZH;CN;JZH;32.856.667;10.368.306;
Vila Real Airport;VRL;PT;VRL;41.3;-7.75;
Mckellar Airport;MKL;US;MKL;3.560.139;-88.915.276;
Bacolod-Silay International Airport;BCD;PH;BCD;10.644.815;12.293.359;
Tynda Airport;TYD;RU;TYD;55.283.333;12.473.333;
Xoxocotlan Airport;OAX;MX;OAX;17.000.883;-96.721.634;
Menara Airport;RAK;MA;RAK;31.601.875;-8.026.902;
Malta International Airport;MLA;MT;MLA;358.575;144.775;
Guernsey Airport;GCI;GG;GCI;49.432.755;-2.595.044;
Kjaerstad Airport;MJF;NO;MJF;6.578.439;13.218.328;
Kos Airport;KGS;GR;KGS;36.793.056;27.095.278;
Kapalua Airport;JHM;US;JHM;20.962.194;-15.667.569;
Airai Airport;ROR;PW;ROR;7.364.122;1.345.329;
Motu Mute Airport;BOB;PF;BOB;-16.446.207;-15.175.447;
Boundary Bay Airport;YDT;CA;YVR;49.183.334;-123.183.334;
Nepalganj Airport;KEP;NP;KEP;281.325;81.576.385;
Ulanhot Airport;HLH;CN;HLH;4.619.349;12.200.148;
Harrisburg International Airport;MDT;US;HAR;40.196.007;-7.675.606;
Southwest Florida International Airport;RSW;US;FMY;26.542.835;-8.175.433;
Simferopol International Airport;SIP;KX;SIP;45.020.657;3.399.819;
Ixtapa/Zihuatanejo Internacional Airport;ZIH;MX;ZIH;17.606.783;-101.464.066;
Prince Abdul Majeed bin Abdulaziz Airport;ULH;SA;ULH;26.616.667;37.866.665;
Kashi Airport;KHG;CN;KHG;39.534.973;7.601.107;
Osvaldo Vieira Airport;OXB;GW;OXB;11.888.889;-15.657.222;
Sunan Shuofang International Airport;WUX;CN;WUX;3.149.289;12.042.438;
Rasht Airport;RAS;IR;RAS;37.321.815;49.619.587;
Luzhou Lantian Airport;LZO;CN;LZO;28.844.757;10.537.902;
Allama Iqbal International Airport;LHE;PK;LHE;31.520.832;7.440.278;
Kuusamo Airport;KAO;FI;KAO;6.599.028;29.233.889;
Sialkot Airport;SKT;PK;SKT;32.533.333;74.5;
Hamburg Finkenwerder Airport;XFW;DE;HAM;52.535.835;9.836.945;
Chongqing Jiangbei International Airport;CKG;CN;CKG;2.972.034;10.663.408;
Gander International Airport;YQX;CA;YQX;48.946.667;-5.456.333;
Sitka Airport;SIT;US;SIT;5.704.861;-13.523.334;
Bacha Khan International Airport;PEW;PK;PEW;33.989.082;7.151.925;
Perigueux Airport;PGX;FR;PGX;45.183.334;0.716667;
Wenzhou Longwan International Airport;WNZ;CN;WNZ;2.791.566;12.084.738;
Rochester International Airport;RST;US;RST;43.910.793;-9.248.977;
Wuhan Tianhe International Airport;WUH;CN;WUH;30.776.598;114.209.625;
Metz-Nancy-Lorraine Airport;ETZ;FR;ETZ;4.898.165;6.243.003;
Lensk Airport;ULK;RU;ULK;6.072.248;11.483.152;
Salina Regional Airport;SLN;US;SLN;38.790.833;-976.525;
Cocos Islands Airport;CCK;CC;CCK;-12.166.667;96.916.664;
Mohe Airport;OHE;CN;OHE;5.292.113;12.242.059;
Stebbins Airport;WBB;US;WBB;6.351.936;-16.228.873;
Kobe Airport;UKB;JP;OSA;346.373;1.352.284;
